K,alphap,meanE,varE,skewE,kurtE
-0.22,1.413716694,23.33607593,36.22875233,0.929802509,2.317359737
-0.22,1.413716694,24.54104966,41.47576852,0.707958276,1.985714117
-0.22,1.413716694,27.41788512,40.59295495,0.082580046,1.625985738
-0.22,1.413716694,28.90173324,54.81089994,-0.001301323,1.369472983
-0.22,1.413716694,28.86331984,62.35238337,0.141130308,1.396658668
-0.22,1.413716694,29.3559243,54.25084251,0.141551929,1.695016114
-0.22,1.413716694,30.27541537,60.57193102,0.124136605,1.594135425
-0.22,1.413716694,31.06969953,61.15852307,-0.017162192,1.570090917
-0.22,1.413716694,32.35461432,63.50552583,-0.098863035,1.585847095
-0.22,1.413716694,34.31235109,86.38165341,-0.173696815,1.393670777
-0.22,1.413716694,35.5492245,90.27285148,-0.234036929,1.429731274
-0.22,1.413716694,36.50644561,87.9286195,-0.3153119,1.544391781
-0.22,1.413716694,37.3334073,86.79475997,-0.378798988,1.622569531
-0.22,1.413716694,38.06096622,83.43058855,-0.453545058,1.771803614
-0.22,1.413716694,38.7940584,82.92817641,-0.469885066,1.97611688
-0.22,1.413716694,39.03067445,70.93984758,-0.674008461,2.420143962
-0.22,1.413716694,39.93300167,71.73240686,-0.826774067,2.673128762
-0.22,1.413716694,40.64077524,69.22057813,-1.058769802,3.12198831
-0.22,1.413716694,41.21433801,66.5231978,-1.325330179,3.639720778
-0.22,1.413716694,42.11745388,70.18243294,-1.470022273,3.865868168
-0.22,1.413716694,42.60516247,71.56373054,-1.588101515,4.052008151
-0.22,1.413716694,42.85521299,72.7764302,-1.638098416,4.109071299
-0.22,1.413716694,42.84430752,73.59629298,-1.611075038,4.050085231
-0.22,1.413716694,43.09374369,77.41961168,-1.557767411,3.916393381
-0.22,1.413716694,42.89393443,77.49088364,-1.517255805,3.846341249
-0.22,1.413716694,42.63352498,77.04242635,-1.490924869,3.796293996
-0.22,1.413716694,42.16152345,74.86848026,-1.471335932,3.781014351
-0.22,1.413716694,41.49204264,71.06658527,-1.462590479,3.813739931
-0.22,1.413716694,40.75450669,67.22049853,-1.442528641,3.856442515
-0.22,1.413716694,40.18378974,64.95354365,-1.43486763,3.887923812
-0.21,1.413716694,40.30049085,65.60465445,-1.441352057,3.882467128
-0.21,1.413716694,39.54653907,62.18149184,-1.435985047,3.956798917
-0.21,1.413716694,38.77756631,59.10436258,-1.42876768,4.039313249
-0.21,1.413716694,37.89849616,55.42124795,-1.43695462,4.167693002
-0.21,1.413716694,36.85276199,50.7823081,-1.465199151,4.345415532
-0.21,1.413716694,35.85025453,47.09115368,-1.492089223,4.42067171
-0.21,1.413716694,34.93869713,45.02865827,-1.467443293,4.26603741
-0.21,1.413716694,33.94145586,42.65885243,-1.430405723,4.026793474
-0.21,1.413716694,32.83756274,38.80983168,-1.408865646,3.850743086
-0.21,1.413716694,31.84319872,33.76164978,-1.444556555,3.888348097
-0.21,1.413716694,30.97853775,29.82341639,-1.443458758,3.86349991
-0.21,1.413716694,30.05094615,25.96653858,-1.432350792,3.830802757
-0.21,1.413716694,28.9769422,21.56494541,-1.458945277,3.895504073
-0.21,1.413716694,28.20875708,19.3249859,-1.421823272,3.773285266
-0.21,1.413716694,27.4098573,17.12350814,-1.383572902,3.676633891
-0.21,1.413716694,26.60883874,15.06898312,-1.34528249,3.609026636
-0.21,1.413716694,25.80202771,13.12451792,-1.310943879,3.589019132
-0.21,1.413716694,24.96210156,11.16533614,-1.292667992,3.659148286
-0.21,1.413716694,24.09589618,9.177688113,-1.333100592,3.878291149
-0.21,1.413716694,23.41118202,8.183126652,-1.283508984,3.862829416
-0.21,1.413716694,22.69284182,7.193607891,-1.239085077,3.851651009
-0.21,1.413716694,21.95610342,6.281169377,-1.19716311,3.809962
-0.21,1.413716694,21.2273938,5.557629131,-1.139116258,3.695967506
-0.21,1.413716694,20.46556067,4.857051598,-1.102247568,3.645417009
-0.21,1.413716694,19.65377605,4.276498961,-1.017619787,3.545111985
-0.21,1.413716694,19.29891237,3.093832007,-1.88408247,6.426916409
-0.21,1.413716694,18.68492123,2.397389774,-2.280408346,8.632158562
-0.21,1.413716694,17.98537537,1.869345243,-2.5501076,10.69456825
-0.21,1.413716694,17.28723263,1.505540225,-2.604250826,12.82810613
-0.21,1.413716694,16.6232883,1.305958674,-2.085928774,14.33837875
-0.21,1.413716694,15.95284315,1.182789249,-0.917970389,16.55388178
-0.21,1.413716694,15.25596722,1.122415988,0.890123705,21.66008479
-0.21,1.413716694,14.52439897,1.151287351,2.913691525,30.19492951
-0.21,1.413716694,13.7422205,1.250483774,4.734945291,41.33530468
-0.21,1.413716694,13.02671627,1.371666591,6.270832044,53.19647052
-0.21,1.413716694,13.11026081,1.254157943,7.858290179,69.79871658
-0.21,1.413716694,13.47048653,1.226110131,7.952912144,71.38559958
-0.21,1.413716694,13.71248521,1.237890017,7.953904702,71.4410446
-0.21,1.413716694,13.92439451,1.258108155,7.926120936,70.99775648
-0.21,1.413716694,14.12377374,1.280318118,7.88288794,70.28269088
-0.21,1.413716694,14.31771442,1.301559982,7.830246859,69.40417842
-0.21,1.413716694,14.50962081,1.320049587,7.771736276,68.42819201
-0.21,1.413716694,14.70108109,1.3346796,7.70914498,67.39114864
-0.21,1.413716694,14.89281468,1.344555445,7.644229868,66.32641716
-0.21,1.413716694,15.08512381,1.349163221,7.577217745,65.24297038
-0.21,1.413716694,15.27799619,1.348106431,7.508463823,64.1499264
-0.21,1.413716694,15.47125422,1.341262782,7.437363238,63.04135327
-0.21,1.413716694,15.66510637,1.328398883,7.363917173,61.91879852
-0.21,1.413716694,15.85937547,1.309616203,7.287243527,60.77039451
-0.21,1.413716694,16.05400376,1.285076724,7.206431342,59.58342609
-0.21,1.413716694,16.24927722,1.254906402,7.120789298,58.34740424
-0.21,1.413716694,16.44418858,1.21990817,7.027794421,57.02819891
-0.21,1.413716694,16.63995776,1.180019483,6.927132324,55.62126481
-0.21,1.413716694,16.83668032,1.135784582,6.816786466,54.09979366
-0.21,1.413716694,17.0346834,1.087649899,6.695102267,52.44370697
-0.21,1.413716694,17.23435334,1.036148793,6.559753767,50.62688758
-0.21,1.413716694,17.44001795,0.980230637,6.412776145,48.6814995
-0.21,1.413716694,18.42871536,1.683469713,1.993295607,9.620940565
-0.21,1.413716694,20.90379946,7.447685227,0.102620942,1.434593307
-0.21,1.413716694,22.68591016,24.19713984,0.685006154,2.13450077
-0.21,1.413716694,22.57855698,31.06128651,1.057750594,2.704080214
-0.21,1.413716694,23.82831679,35.97757753,0.867090632,2.39118595
-0.21,1.413716694,24.89157553,42.99076838,0.686063537,2.000669779
-0.21,1.413716694,27.63878949,42.09579442,0.070781494,1.567535722
-0.21,1.413716694,29.14173216,57.25153746,0.018899504,1.391247646
-0.21,1.413716694,29.20047854,66.10897948,0.14319364,1.401700688
-0.21,1.413716694,29.67513816,64.60332401,0.249062344,1.561960749
-0.21,1.413716694,30.60504634,67.24583935,0.128410871,1.505313958
-0.21,1.413716694,31.87929626,73.84841796,-0.013227807,1.412930143
-0.21,1.413716694,32.72424691,72.9966927,-0.10020268,1.433176956
-0.21,1.413716694,34.51222306,85.9136766,-0.176587574,1.435021489
-0.21,1.413716694,35.90539383,92.78372551,-0.261926295,1.425199204
-0.21,1.413716694,36.97648446,90.92256346,-0.332428415,1.555908652
-0.21,1.413716694,37.71783495,89.07985368,-0.384293712,1.646962101
-0.21,1.413716694,38.51032471,86.80681301,-0.455076879,1.787199207
-0.21,1.413716694,39.30172761,87.06595883,-0.464078124,1.993108844
-0.21,1.413716694,39.60826232,75.98916683,-0.673264185,2.376370241
-0.21,1.413716694,40.31187952,73.2437574,-0.854430146,2.737746627
-0.21,1.413716694,41.03066974,71.2581007,-1.078616692,3.158860575
-0.21,1.413716694,41.62684071,68.78347388,-1.343205785,3.668838041
-0.21,1.413716694,42.58360738,73.24868697,-1.473856392,3.863823508
-0.21,1.413716694,42.91075658,73.40888006,-1.589321355,4.056400589
-0.21,1.413716694,43.17827714,74.72201676,-1.644129617,4.119060482
-0.21,1.413716694,43.13849176,75.36100829,-1.617830904,4.061185757
-0.21,1.413716694,43.37185119,79.25524479,-1.559546564,3.91939272
-0.21,1.413716694,43.17024235,79.37516596,-1.519682714,3.84682765
-0.21,1.413716694,42.86517723,78.6229941,-1.492045385,3.796705715
-0.21,1.413716694,42.34488627,75.95674255,-1.478670087,3.790498927
-0.21,1.413716694,41.64494623,71.96490369,-1.46814075,3.818523736
-0.21,1.413716694,40.89926466,67.94002588,-1.45729669,3.864227342
-0.21,1.413716694,40.30049085,65.60465445,-1.441352057,3.882467128
-0.21,1.413716694,39.54653907,62.18149184,-1.435985047,3.956798917
-0.21,1.413716694,38.77756631,59.10436258,-1.42876768,4.039313249
-0.21,1.413716694,37.89849616,55.42124795,-1.43695462,4.167693002
-0.21,1.413716694,36.85276199,50.7823081,-1.465199151,4.345415532
-0.21,1.413716694,35.85025453,47.09115368,-1.492089223,4.42067171
-0.21,1.413716694,34.93869713,45.02865827,-1.467443293,4.26603741
-0.21,1.413716694,33.94145586,42.65885243,-1.430405723,4.026793474
-0.21,1.413716694,32.83756274,38.80983168,-1.408865646,3.850743086
-0.21,1.413716694,31.84319872,33.76164978,-1.444556555,3.888348097
-0.21,1.413716694,30.97853775,29.82341639,-1.443458758,3.86349991
-0.21,1.413716694,30.05094615,25.96653858,-1.432350792,3.830802757
-0.21,1.413716694,28.9769422,21.56494541,-1.458945277,3.895504073
-0.21,1.413716694,28.20875708,19.3249859,-1.421823272,3.773285266
-0.21,1.413716694,27.4098573,17.12350814,-1.383572902,3.676633891
-0.21,1.413716694,26.60883874,15.06898312,-1.34528249,3.609026636
-0.21,1.413716694,25.80202771,13.12451792,-1.310943879,3.589019132
-0.21,1.413716694,24.96210156,11.16533614,-1.292667992,3.659148286
-0.21,1.413716694,24.09589618,9.177688112,-1.333100592,3.878291149
-0.21,1.413716694,23.41118202,8.183126654,-1.283508984,3.862829415
-0.21,1.413716694,22.69284182,7.193607889,-1.239085077,3.851651009
-0.21,1.413716694,21.95610342,6.281169378,-1.19716311,3.809962
-0.21,1.413716694,21.2273938,5.557629132,-1.139116258,3.695967506
-0.21,1.413716694,20.46556067,4.857051598,-1.102247568,3.645417009
-0.21,1.413716694,19.65377605,4.276498961,-1.017619787,3.545111985
-0.21,1.413716694,19.29891237,3.093832007,-1.88408247,6.426916409
-0.21,1.413716694,18.68492123,2.397389774,-2.280408346,8.632158562
-0.21,1.413716694,17.98537537,1.869345243,-2.5501076,10.69456825
-0.21,1.413716694,17.28723263,1.505540228,-2.604250828,12.82810612
-0.21,1.413716694,16.6232883,1.305958669,-2.085928782,14.33837885
-0.21,1.413716694,15.95284316,1.182789263,-0.917970402,16.55388145
-0.21,1.413716694,15.25596722,1.122415988,0.890123705,21.66008479
-0.21,1.413716694,14.52439897,1.151287351,2.913691525,30.19492951
-0.21,1.413716694,13.7422205,1.250483774,4.734945291,41.33530468
-0.21,1.413716694,13.02671628,1.371666582,6.270832065,53.19647086
-0.21,1.413716694,13.11026081,1.254157943,7.858290179,69.79871658
-0.21,1.413716694,13.47048653,1.226110131,7.952912144,71.38559958
-0.21,1.413716694,13.71248521,1.237890017,7.953904702,71.4410446
-0.21,1.413716694,13.92439451,1.258108155,7.926120936,70.99775648
-0.21,1.413716694,14.12377374,1.280318118,7.88288794,70.28269088
-0.21,1.413716694,14.31771442,1.301559982,7.830246859,69.40417842
-0.21,1.413716694,14.50962081,1.320049587,7.771736276,68.42819201
-0.21,1.413716694,14.70108109,1.3346796,7.70914498,67.39114864
-0.21,1.413716694,14.89281468,1.344555445,7.644229868,66.32641716
-0.21,1.413716694,15.08512381,1.349163221,7.577217745,65.24297038
-0.21,1.413716694,15.27799619,1.348106431,7.508463823,64.1499264
-0.21,1.413716694,15.47125422,1.341262782,7.437363238,63.04135327
-0.21,1.413716694,15.66510637,1.328398883,7.363917173,61.91879852
-0.21,1.413716694,15.85937547,1.309616203,7.287243527,60.77039451
-0.21,1.413716694,16.05400376,1.285076724,7.206431342,59.58342609
-0.21,1.413716694,16.24927722,1.254906402,7.120789298,58.34740424
-0.21,1.413716694,16.44418858,1.21990817,7.027794421,57.02819891
-0.21,1.413716694,16.63995776,1.180019483,6.927132324,55.62126481
-0.21,1.413716694,16.83668032,1.135784582,6.816786466,54.09979366
-0.21,1.413716694,17.0346834,1.087649899,6.695102267,52.44370697
-0.21,1.413716694,17.23435334,1.036148793,6.559753767,50.62688758
-0.21,1.413716694,17.44001795,0.980230637,6.412776145,48.6814995
-0.21,1.413716694,18.42871536,1.683469713,1.993295607,9.620940565
-0.21,1.413716694,20.90379946,7.447685227,0.102620942,1.434593307
-0.21,1.413716694,22.68591016,24.19713984,0.685006154,2.13450077
-0.21,1.413716694,22.57855698,31.06128651,1.057750594,2.704080214
-0.21,1.413716694,23.82831679,35.97757753,0.867090632,2.39118595
-0.21,1.413716694,24.89157553,42.99076838,0.686063537,2.000669779
-0.21,1.413716694,27.63878949,42.09579442,0.070781494,1.567535722
-0.21,1.413716694,29.14173216,57.25153746,0.018899504,1.391247646
-0.21,1.413716694,29.20047854,66.10897948,0.14319364,1.401700688
-0.21,1.413716694,29.67513816,64.60332401,0.249062344,1.561960749
-0.21,1.413716694,30.60504634,67.24583935,0.128410871,1.505313958
-0.21,1.413716694,31.87929626,73.84841796,-0.013227807,1.412930143
-0.21,1.413716694,32.72424691,72.9966927,-0.10020268,1.433176956
-0.21,1.413716694,34.51222306,85.9136766,-0.176587574,1.435021489
-0.21,1.413716694,35.90539383,92.78372551,-0.261926295,1.425199204
-0.21,1.413716694,36.97648446,90.92256346,-0.332428415,1.555908652
-0.21,1.413716694,37.71783495,89.07985368,-0.384293712,1.646962101
-0.21,1.413716694,38.51032471,86.80681301,-0.455076879,1.787199207
-0.21,1.413716694,39.30172761,87.06595883,-0.464078124,1.993108844
-0.21,1.413716694,39.60826232,75.98916683,-0.673264185,2.376370241
-0.21,1.413716694,40.31187952,73.2437574,-0.854430146,2.737746627
-0.21,1.413716694,41.03066974,71.2581007,-1.078616692,3.158860575
-0.21,1.413716694,41.62684071,68.78347388,-1.343205785,3.668838041
-0.21,1.413716694,42.58360738,73.24868697,-1.473856392,3.863823508
-0.21,1.413716694,42.91075658,73.40888006,-1.589321355,4.056400589
-0.21,1.413716694,43.17827714,74.72201676,-1.644129617,4.119060482
-0.21,1.413716694,43.13849176,75.36100829,-1.617830904,4.061185757
-0.21,1.413716694,43.37185119,79.25524479,-1.559546564,3.91939272
-0.21,1.413716694,43.17024235,79.37516596,-1.519682714,3.84682765
-0.21,1.413716694,42.86517723,78.6229941,-1.492045385,3.796705715
-0.21,1.413716694,42.34488627,75.95674255,-1.478670087,3.790498927
-0.21,1.413716694,41.64494623,71.96490369,-1.46814075,3.818523736
-0.21,1.413716694,40.89926466,67.94002588,-1.45729669,3.864227342
-0.21,1.413716694,40.30049085,65.60465445,-1.441352057,3.882467128
-0.2,1.413716694,40.41202805,66.18641705,-1.449146458,3.882377697
-0.2,1.413716694,39.62231954,62.47133156,-1.445157905,3.955800353
-0.2,1.413716694,38.81496283,59.07400727,-1.439619554,4.039862519
-0.2,1.413716694,37.91772757,55.28344368,-1.445271198,4.160796132
-0.2,1.413716694,36.79359337,49.95242371,-1.481497733,4.374530146
-0.2,1.413716694,35.86472961,46.84581046,-1.498315573,4.416045233
-0.2,1.413716694,34.92546501,44.37325939,-1.48206905,4.304343228
-0.2,1.413716694,33.917136,41.64086303,-1.454277575,4.114230619
-0.2,1.413716694,32.74949015,37.23688612,-1.446621514,4.002247926
-0.2,1.413716694,31.80733296,33.13806638,-1.46186117,3.958573458
-0.2,1.413716694,30.91663628,29.33861311,-1.456418335,3.912357505
-0.2,1.413716694,29.9681252,25.5322167,-1.443772648,3.871502918
-0.2,1.413716694,28.90433957,21.30812302,-1.467784977,3.92086927
-0.2,1.413716694,28.11718096,19.04082339,-1.431288004,3.798047685
-0.2,1.413716694,27.30783279,16.84682993,-1.393002615,3.698881933
-0.2,1.413716694,26.49994828,14.80887741,-1.354393163,3.629780652
-0.2,1.413716694,25.68853756,12.88604239,-1.31904146,3.610888962
-0.2,1.413716694,24.82868244,10.88056114,-1.30276449,3.704626332
-0.2,1.413716694,24.00142583,9.072049899,-1.337563291,3.902644848
-0.2,1.413716694,23.30312761,8.029710597,-1.295937237,3.927315725
-0.2,1.413716694,22.5835936,7.048225869,-1.251961403,3.937297753
-0.2,1.413716694,21.83823026,6.112217373,-1.21609813,3.924873497
-0.2,1.413716694,21.10738403,5.391638459,-1.158174208,3.80731321
-0.2,1.413716694,20.34621915,4.697641815,-1.125365375,3.750413272
-0.2,1.413716694,19.57017094,4.154548762,-1.064983916,3.682843605
-0.2,1.413716694,19.08379764,3.066595219,-1.800613479,6.026203521
-0.2,1.413716694,18.52675444,2.40526586,-2.229544152,8.329039255
-0.2,1.413716694,17.82605982,1.873520992,-2.498583788,10.42207537
-0.2,1.413716694,17.11597386,1.508408749,-2.535006349,12.6244068
-0.2,1.413716694,16.44016555,1.314070999,-1.991623723,14.37746701
-0.2,1.413716694,15.75668312,1.196278451,-0.791141713,17.00837301
-0.2,1.413716694,15.05106503,1.144457088,1.043150737,22.4890082
-0.2,1.413716694,14.30933141,1.177585224,3.093065653,31.39683879
-0.2,1.413716694,13.51484551,1.280166299,4.943086245,42.92444321
-0.2,1.413716694,12.78311022,1.41719629,6.416142397,54.29222841
-0.2,1.413716694,12.9867425,1.282347133,7.825575657,69.26220273
-0.2,1.413716694,13.3815584,1.242485286,7.940364334,71.17434492
-0.2,1.413716694,13.63843317,1.250139189,7.947501065,71.33748993
-0.2,1.413716694,13.85993978,1.268207469,7.92223362,70.93988352
-0.2,1.413716694,14.06656789,1.289235164,7.879504018,70.23513297
-0.2,1.413716694,14.26658312,1.30986172,7.826122556,69.34447867
-0.2,1.413716694,14.46400618,1.328100893,7.765991768,68.34043272
-0.2,1.413716694,14.66074238,1.342699129,7.701331828,67.26663577
-0.2,1.413716694,14.85770601,1.352762019,7.633552945,66.15212059
-0.2,1.413716694,15.05530305,1.357652227,7.563415854,65.0142521
-0.2,1.413716694,15.25351692,1.356953104,7.491298352,63.86296101
-0.2,1.413716694,15.45231293,1.35043815,7.416876715,62.69681255
-0.2,1.413716694,15.65183105,1.337943983,7.339704542,61.5113028
-0.2,1.413716694,15.85188309,1.319462963,7.259436807,60.30266918
-0.2,1.413716694,16.0523802,1.295189168,7.174934289,59.05499801
-0.2,1.413716694,16.25348537,1.265291517,7.085280475,57.75556434
-0.2,1.413716694,16.45440492,1.23039189,6.988679359,56.38052614
-0.2,1.413716694,16.6561436,1.190562736,6.884268515,54.91805516
-0.2,1.413716694,16.8587992,1.146293202,6.770324485,53.34603908
-0.2,1.413716694,17.06265093,1.09805285,6.645103373,51.64382073
-0.2,1.413716694,17.26809079,1.046377044,6.506262919,49.785866
-0.2,1.413716694,17.48667142,0.987221381,6.363461633,47.90626689
-0.2,1.413716694,18.76160742,2.197462097,1.270494716,5.268461101
-0.2,1.413716694,21.50484958,10.04152367,0.133036154,1.51488018
-0.2,1.413716694,23.06066411,26.15882891,0.573419389,1.88424013
-0.2,1.413716694,22.98761743,33.89616883,0.900653583,2.288396871
-0.2,1.413716694,25.05626053,33.42399506,0.466737188,1.892178655
-0.2,1.413716694,25.23579122,45.22800256,0.643815767,1.945778458
-0.2,1.413716694,27.11345211,49.12431381,0.281240766,1.528956385
-0.2,1.413716694,29.09089979,58.26088281,0.123044606,1.453697367
-0.2,1.413716694,28.72834653,57.66544596,0.205612998,1.59322794
-0.2,1.413716694,29.95677518,62.4144092,0.076071636,1.544549257
-0.2,1.413716694,31.01373045,71.59801615,0.108323576,1.512485911
-0.2,1.413716694,31.86103864,71.20567822,0.006584008,1.493014468
-0.2,1.413716694,32.98981243,71.09022996,-0.105450104,1.5360563
-0.2,1.413716694,35.11181439,91.16257266,-0.219607874,1.407018502
-0.2,1.413716694,36.40915109,97.55750823,-0.259894204,1.434166435
-0.2,1.413716694,37.39315838,93.06319475,-0.3584211,1.559070515
-0.2,1.413716694,38.08357308,91.7938588,-0.381522726,1.663981099
-0.2,1.413716694,39.00031406,90.99177227,-0.449314559,1.80128903
-0.2,1.413716694,39.84872466,91.81118431,-0.456324184,2.007394252
-0.2,1.413716694,40.09931877,79.77408164,-0.67424043,2.374290086
-0.2,1.413716694,40.661225,74.46328636,-0.879105701,2.815864953
-0.2,1.413716694,41.42280107,73.00979009,-1.11101735,3.216605746
-0.2,1.413716694,42.07343598,71.39279708,-1.359218546,3.691944493
-0.2,1.413716694,43.0536251,76.27010709,-1.483230325,3.875363526
-0.2,1.413716694,43.24012769,75.39553456,-1.594180546,4.066234409
-0.2,1.413716694,43.53136461,76.97106803,-1.64832741,4.12415758
-0.2,1.413716694,43.45916426,77.38132109,-1.623560972,4.069028756
-0.2,1.413716694,43.61278359,80.72651284,-1.563801801,3.931210808
-0.2,1.413716694,43.44141848,81.17675487,-1.524638719,3.852561209
-0.2,1.413716694,43.06490063,79.76589137,-1.501309037,3.812780392
-0.2,1.413716694,42.5208615,76.94152356,-1.487905271,3.804928799
-0.2,1.413716694,41.80307081,72.89923293,-1.474099232,3.82445007
-0.2,1.413716694,41.015455,68.40825907,-1.47198156,3.880713666
-0.2,1.413716694,40.41202805,66.18641705,-1.449146458,3.882377697
-0.2,1.413716694,39.62231954,62.47133156,-1.445157905,3.955800353
-0.2,1.413716694,38.81496283,59.07400727,-1.439619554,4.039862519
-0.2,1.413716694,37.91772757,55.28344368,-1.445271198,4.160796132
-0.2,1.413716694,36.79359337,49.95242371,-1.481497733,4.374530146
-0.2,1.413716694,35.86472961,46.84581046,-1.498315573,4.416045233
-0.2,1.413716694,34.92546501,44.37325939,-1.48206905,4.304343228
-0.2,1.413716694,33.917136,41.64086303,-1.454277575,4.114230619
-0.2,1.413716694,32.74949015,37.23688612,-1.446621514,4.002247926
-0.2,1.413716694,31.80733296,33.13806638,-1.46186117,3.958573458
-0.2,1.413716694,30.91663628,29.33861311,-1.456418335,3.912357505
-0.2,1.413716694,29.9681252,25.5322167,-1.443772648,3.871502918
-0.2,1.413716694,28.90433957,21.30812302,-1.467784977,3.92086927
-0.2,1.413716694,28.11718096,19.04082339,-1.431288004,3.798047685
-0.2,1.413716694,27.30783279,16.84682993,-1.393002615,3.698881933
-0.2,1.413716694,26.49994828,14.80887741,-1.354393163,3.629780652
-0.2,1.413716694,25.68853756,12.88604239,-1.31904146,3.610888962
-0.2,1.413716694,24.82868244,10.88056115,-1.30276449,3.704626331
-0.2,1.413716694,24.00142583,9.072049901,-1.337563291,3.902644848
-0.2,1.413716694,23.30312761,8.029710599,-1.295937236,3.927315724
-0.2,1.413716694,22.5835936,7.04822587,-1.251961403,3.937297753
-0.2,1.413716694,21.83823026,6.112217372,-1.21609813,3.924873498
-0.2,1.413716694,21.10738403,5.391638459,-1.158174208,3.807313209
-0.2,1.413716694,20.34621915,4.697641816,-1.125365375,3.750413272
-0.2,1.413716694,19.57017094,4.154548762,-1.064983916,3.682843605
-0.2,1.413716694,19.08379764,3.066595219,-1.800613479,6.026203521
-0.2,1.413716694,18.52675444,2.40526586,-2.229544152,8.329039255
-0.2,1.413716694,17.82605982,1.873520992,-2.498583788,10.42207537
-0.2,1.413716694,17.11597385,1.508408747,-2.535006347,12.6244068
-0.2,1.413716694,16.44016558,1.314071016,-1.991623747,14.37746683
-0.2,1.413716694,15.75668312,1.196278452,-0.791141707,17.00837298
-0.2,1.413716694,15.05106503,1.144457088,1.043150737,22.4890082
-0.2,1.413716694,14.30933141,1.177585224,3.093065653,31.39683879
-0.2,1.413716694,13.51484551,1.280166299,4.943086245,42.92444321
-0.2,1.413716694,12.78311018,1.417196276,6.416142588,54.29223032
-0.2,1.413716694,12.9867425,1.282347133,7.825575657,69.26220273
-0.2,1.413716694,13.3815584,1.242485286,7.940364334,71.17434492
-0.2,1.413716694,13.63843317,1.250139189,7.947501065,71.33748993
-0.2,1.413716694,13.85993978,1.268207469,7.92223362,70.93988352
-0.2,1.413716694,14.06656789,1.289235164,7.879504018,70.23513297
-0.2,1.413716694,14.26658312,1.30986172,7.826122556,69.34447867
-0.2,1.413716694,14.46400618,1.328100893,7.765991768,68.34043272
-0.2,1.413716694,14.66074238,1.342699129,7.701331828,67.26663577
-0.2,1.413716694,14.85770601,1.352762019,7.633552945,66.15212059
-0.2,1.413716694,15.05530305,1.357652227,7.563415854,65.0142521
-0.2,1.413716694,15.25351692,1.356953104,7.491298352,63.86296101
-0.2,1.413716694,15.45231293,1.35043815,7.416876715,62.69681255
-0.2,1.413716694,15.65183105,1.337943983,7.339704542,61.5113028
-0.2,1.413716694,15.85188309,1.319462963,7.259436807,60.30266918
-0.2,1.413716694,16.0523802,1.295189168,7.174934289,59.05499801
-0.2,1.413716694,16.25348537,1.265291517,7.085280475,57.75556434
-0.2,1.413716694,16.45440492,1.23039189,6.988679359,56.38052614
-0.2,1.413716694,16.6561436,1.190562736,6.884268515,54.91805516
-0.2,1.413716694,16.8587992,1.146293202,6.770324485,53.34603908
-0.2,1.413716694,17.06265093,1.09805285,6.645103373,51.64382073
-0.2,1.413716694,17.26809079,1.046377044,6.506262919,49.785866
-0.2,1.413716694,17.48667142,0.987221381,6.363461633,47.90626689
-0.2,1.413716694,18.76160742,2.197462097,1.270494716,5.268461101
-0.2,1.413716694,21.50484958,10.04152367,0.133036154,1.51488018
-0.2,1.413716694,23.06066411,26.15882891,0.573419389,1.88424013
-0.2,1.413716694,22.98761743,33.89616883,0.900653583,2.288396871
-0.2,1.413716694,25.05626053,33.42399506,0.466737188,1.892178655
-0.2,1.413716694,25.23579122,45.22800256,0.643815767,1.945778458
-0.2,1.413716694,27.11345211,49.12431381,0.281240766,1.528956385
-0.2,1.413716694,29.09089979,58.26088281,0.123044606,1.453697367
-0.2,1.413716694,28.72834653,57.66544596,0.205612998,1.59322794
-0.2,1.413716694,29.95677518,62.4144092,0.076071636,1.544549257
-0.2,1.413716694,31.01373045,71.59801615,0.108323576,1.512485911
-0.2,1.413716694,31.86103864,71.20567822,0.006584008,1.493014468
-0.2,1.413716694,32.98981243,71.09022996,-0.105450104,1.5360563
-0.2,1.413716694,35.11181439,91.16257266,-0.219607874,1.407018502
-0.2,1.413716694,36.40915109,97.55750823,-0.259894204,1.434166435
-0.2,1.413716694,37.39315838,93.06319475,-0.3584211,1.559070515
-0.2,1.413716694,38.08357308,91.7938588,-0.381522726,1.663981099
-0.2,1.413716694,39.00031406,90.99177227,-0.449314559,1.80128903
-0.2,1.413716694,39.84872466,91.81118431,-0.456324184,2.007394252
-0.2,1.413716694,40.09931877,79.77408164,-0.67424043,2.374290086
-0.2,1.413716694,40.661225,74.46328636,-0.879105701,2.815864953
-0.2,1.413716694,41.42280107,73.00979009,-1.11101735,3.216605746
-0.2,1.413716694,42.07343598,71.39279708,-1.359218546,3.691944493
-0.2,1.413716694,43.0536251,76.27010709,-1.483230325,3.875363526
-0.2,1.413716694,43.24012769,75.39553456,-1.594180546,4.066234409
-0.2,1.413716694,43.53136461,76.97106803,-1.64832741,4.12415758
-0.2,1.413716694,43.45916426,77.38132109,-1.623560972,4.069028756
-0.2,1.413716694,43.61278359,80.72651284,-1.563801801,3.931210808
-0.2,1.413716694,43.44141848,81.17675487,-1.524638719,3.852561209
-0.2,1.413716694,43.06490063,79.76589137,-1.501309037,3.812780392
-0.2,1.413716694,42.5208615,76.94152356,-1.487905271,3.804928799
-0.2,1.413716694,41.80307081,72.89923293,-1.474099232,3.82445007
-0.2,1.413716694,41.015455,68.40825907,-1.47198156,3.880713666
-0.2,1.413716694,40.41202805,66.18641705,-1.449146458,3.882377697
